Speed_km_h,Relative_Distance_m,Direction_deg,Brake_Turn_Status
38,74,21,none_none
72,51,-48,brake_next_brake_self
15,121,-14,none_next_turn_self
42,99,32,none_next_brake_self
16,36,25,brake_next_brake_self
57,107,-55,none_next_brake_self
38,55,6,none_next_brake_self
49,105,-49,none_none
26,105,60,none_none
74,24,48,brake_next_brake_self
66,89,-57,none_next_brake_self
53,37,43,none_next_brake_self
37,38,50,none_next_brake_self
53,38,-18,none_none
28,92,26,none_next_brake_self
60,29,-7,brake_next_brake_self
89,0,19,none_none
67,91,-19,none_none
28,22,-21,none_next_turn_self
47,13,-9,none_next_turn_self
21,30,-43,brake_next_turn_self
52,48,40,none_next_brake_self
49,60,-18,none_next_brake_self
16,6,-12,none_next_brake_self
22,123,47,none_none
34,91,0,none_next_turn_self
34,41,5,brake_next_turn_self
22,40,55,none_next_brake_self
48,57,46,none_next_brake_self
45,80,-40,none_none
36,19,-3,none_next_brake_self
27,24,57,none_next_brake_self
66,109,-15,none_next_turn_self
89,33,-15,none_next_brake_self
31,48,-37,brake_next_brake_self
29,111,-46,brake_next_brake_self
50,84,29,none_next_brake_self
33,43,32,brake_next_brake_self
37,87,56,none_next_brake_self
57,2,33,none_none
15,93,-31,none_none
75,62,-55,none_none
41,103,58,none_none
32,121,-19,none_next_brake_self
38,118,-23,none_none
39,115,49,none_next_brake_self
17,65,10,none_next_brake_self
82,46,-34,none_next_brake_self
40,59,47,brake_next_brake_self
49,88,59,none_none
63,112,-50,brake_next_brake_self
24,26,43,none_next_brake_self
50,117,-13,none_next_brake_self
35,104,3,brake_next_brake_self
60,124,50,brake_next_turn_self
14,112,57,brake_next_brake_self
38,36,-29,none_next_brake_self
29,13,-34,none_none
49,14,-50,none_next_brake_self
50,37,7,brake_next_brake_self
28,78,-58,none_none
28,102,-11,none_none
37,114,-51,none_next_brake_self
25,79,-11,none_next_brake_self
60,1,-55,none_none
33,24,40,brake_next_turn_self
9,13,-35,none_next_turn_self
33,46,-21,none_next_brake_self
24,64,44,none_none
18,6,30,none_none
21,44,-34,none_none
42,23,-51,none_next_brake_self
76,82,26,none_next_brake_self
46,59,-13,none_next_brake_self
29,63,32,none_none
49,54,-7,none_none
32,121,-18,none_next_brake_self
28,27,-6,none_none
22,66,30,brake_next_turn_self
17,93,48,none_next_brake_self
33,71,-54,none_none
43,118,3,none_next_brake_self
38,48,-56,none_next_brake_self
32,59,-4,brake_next_brake_self
25,11,46,none_none
53,77,-17,none_none
21,37,52,none_none
58,20,16,none_none
24,69,52,none_next_turn_self
27,68,31,none_next_brake_self
19,10,-48,none_none
31,89,-32,none_next_turn_self
64,79,-13,none_none
51,24,-40,none_none
64,60,-1,none_none
51,91,-3,brake_next_brake_self
23,67,55,none_next_brake_self
34,50,-8,none_none
27,41,34,none_none
76,78,53,none_none
22,119,45,none_next_brake_self
61,85,-35,none_next_brake_self
61,9,0,none_none
97,59,-18,none_none
32,113,-12,none_none
56,12,-17,none_next_brake_self
121,126,39,none_none
29,121,-6,none_next_turn_self
18,10,3,none_none
16,119,58,brake_next_turn_self
56,46,-53,none_next_brake_self
16,107,-1,none_none
33,53,33,brake_next_brake_self
49,56,-42,none_next_turn_self
43,81,13,none_next_turn_self
49,98,-31,none_none
44,4,44,none_next_brake_self
74,75,-21,brake_next_turn_self
25,24,-21,none_none
28,44,12,none_next_turn_self
27,44,-38,brake_next_brake_self
59,60,-26,brake_next_turn_self
61,42,-10,none_none
49,14,-18,brake_next_turn_self
71,18,3,none_none
22,4,12,none_next_brake_self
89,60,8,none_none
83,121,19,none_none
57,15,-23,none_none
94,120,-45,brake_next_brake_self
17,93,31,none_none
31,81,42,none_next_brake_self
27,82,-29,none_none
56,105,-11,none_next_turn_self
24,14,0,none_none
57,64,4,brake_next_brake_self
77,89,19,none_none
56,75,-55,none_next_brake_self
45,106,27,none_next_brake_self
24,9,-53,brake_next_brake_self
26,88,-4,brake_next_brake_self
73,68,39,brake_next_turn_self
58,48,-6,none_next_brake_self
39,43,-42,none_none
32,79,58,none_next_brake_self
14,113,47,none_none
23,63,33,brake_next_brake_self
101,105,-11,none_none
21,51,-38,none_next_turn_self
43,13,53,none_none
65,8,4,none_none
21,7,42,none_next_brake_self
43,48,-19,none_none
63,43,-20,brake_next_turn_self
40,91,58,none_next_turn_self
160,94,3,brake_next_brake_self
17,6,-43,none_next_brake_self
66,28,-34,none_next_brake_self
36,35,-2,none_none
58,70,-55,none_next_turn_self
49,18,-4,none_none
28,17,-10,none_next_turn_self
44,120,34,brake_next_brake_self
16,102,-17,none_none
53,23,58,none_none
46,52,-38,none_none
54,45,11,none_next_turn_self
66,100,-49,none_none
47,65,28,none_none
42,16,59,brake_next_turn_self
26,94,38,brake_next_turn_self
28,50,7,brake_next_brake_self
71,33,-2,none_next_brake_self
80,48,40,none_next_turn_self
35,63,52,none_none
40,44,59,none_next_brake_self
25,31,-12,none_none
70,51,59,none_none
55,2,-41,brake_next_turn_self
102,98,-30,brake_next_brake_self
26,22,-49,none_next_turn_self
33,6,-27,none_none
44,83,32,none_none
54,98,42,none_next_brake_self
36,103,33,none_none
26,63,16,none_next_brake_self
61,26,2,none_none
56,94,25,none_none
25,89,-13,brake_next_brake_self
77,31,41,brake_next_brake_self
70,115,21,brake_next_brake_self
42,13,24,none_next_brake_self
41,125,4,none_none
52,109,46,brake_next_turn_self
26,87,-30,none_none
40,119,-14,none_next_brake_self
14,92,33,none_none
61,24,-1,none_none
18,56,47,none_none
82,9,-18,none_next_turn_self
34,49,-16,none_next_brake_self
36,94,47,none_none
29,49,-4,brake_next_turn_self
34,42,2,none_next_brake_self
79,76,-20,brake_next_turn_self
11,111,-27,none_none
74,6,19,none_none
47,49,-46,none_none
22,20,46,none_next_brake_self
23,88,34,brake_next_brake_self
90,13,-37,none_none
25,84,23,none_next_turn_self
22,36,12,none_next_brake_self
69,25,-38,none_next_turn_self
47,119,-27,brake_next_turn_self
25,2,-11,brake_next_brake_self
44,56,24,none_next_brake_self
24,3,17,none_next_brake_self
68,61,4,none_next_brake_self
66,64,32,none_none
51,41,31,none_next_turn_self
47,17,14,none_next_turn_self
94,48,34,none_none
39,85,-20,none_none
22,99,46,brake_next_brake_self
49,67,14,none_none
110,75,39,none_next_turn_self
24,25,6,brake_next_brake_self
33,36,-34,none_next_brake_self
48,21,5,none_next_turn_self
38,32,-15,none_none
24,29,24,none_next_brake_self
68,66,-3,none_next_turn_self
123,71,40,none_none
43,120,21,none_next_brake_self
25,25,22,none_none
18,81,-34,none_none
45,104,58,none_next_turn_self
68,71,41,none_none
50,32,35,brake_next_brake_self
39,33,-20,brake_next_brake_self
30,5,4,none_next_brake_self
23,39,-44,none_none
59,95,5,none_none
62,6,-42,none_next_turn_self
18,28,6,brake_next_brake_self
86,90,18,brake_next_turn_self
52,99,-13,none_none
78,58,0,none_none
20,89,45,none_none
20,49,-47,none_none
37,20,35,none_none
51,51,-40,brake_next_turn_self
95,74,-56,none_next_brake_self
56,120,-38,none_none
35,9,32,none_next_turn_self
24,64,-11,brake_next_brake_self
72,42,45,none_none
25,65,3,none_none
88,3,-57,none_next_brake_self
34,40,26,none_none
86,104,-47,none_none
55,70,35,brake_next_brake_self
37,57,-40,none_next_turn_self
31,36,-19,none_next_brake_self
33,38,31,none_next_brake_self
49,49,55,none_none
41,106,-15,none_next_brake_self
29,123,40,brake_next_brake_self
36,56,-37,brake_next_brake_self
41,50,37,brake_next_brake_self
14,108,19,none_next_brake_self
49,54,-37,none_none
24,70,-24,brake_next_turn_self
22,29,-44,none_none
17,94,-14,none_none
16,68,-36,none_next_brake_self
20,103,17,none_none
28,99,59,none_none
103,27,-59,none_next_brake_self
30,91,5,none_next_brake_self
43,102,9,none_none
48,44,50,none_none
42,22,1,none_next_brake_self
38,0,5,none_next_brake_self
22,57,-3,none_next_brake_self
80,45,-28,brake_next_brake_self
96,70,-53,none_next_turn_self
17,24,-11,none_next_brake_self
24,109,-54,brake_next_brake_self
34,33,6,none_next_brake_self
25,29,-23,brake_next_brake_self
51,61,4,none_next_brake_self
28,63,-44,brake_next_brake_self
114,27,52,brake_next_brake_self
71,35,47,none_none
44,22,-37,none_none
65,91,-19,brake_next_turn_self
68,98,14,none_next_turn_self
30,59,-49,none_next_brake_self
26,91,-17,none_next_turn_self
41,93,-30,none_next_brake_self
60,18,50,none_next_brake_self
42,123,42,none_none
18,104,10,brake_next_brake_self
27,26,2,brake_next_brake_self
38,24,52,none_none
38,16,52,none_none
104,18,56,none_next_turn_self
20,95,-45,none_next_brake_self
51,60,-41,none_next_turn_self
82,99,21,none_next_brake_self
120,95,5,none_next_brake_self
32,77,-58,none_next_turn_self
50,87,-53,none_next_turn_self
52,2,47,none_none
43,40,44,none_none
38,81,-17,none_next_brake_self
49,1,47,none_next_brake_self
11,4,11,none_next_brake_self
55,108,37,none_next_turn_self
42,87,-9,none_next_brake_self
35,34,-46,none_none
108,87,-8,none_none
28,101,-5,none_none
32,39,6,none_none
105,5,-47,none_none
26,118,59,none_none
30,44,-31,none_none
37,14,-36,brake_next_turn_self
60,62,3,brake_next_brake_self
44,98,4,none_next_turn_self
21,28,-7,none_none
30,34,33,none_next_brake_self
29,31,2,brake_next_turn_self
38,126,13,none_next_turn_self
49,25,27,none_none
49,73,-57,none_next_brake_self
16,118,8,none_none
67,19,46,none_none
45,123,-58,none_none
78,120,-11,none_next_brake_self
49,112,51,none_next_brake_self
68,27,-18,none_next_brake_self
50,81,-5,none_next_brake_self
76,97,58,brake_next_brake_self
51,125,-36,none_none
38,23,-52,none_next_brake_self
120,97,43,none_none
61,43,44,none_none
52,22,-3,brake_next_brake_self
21,54,2,none_none
21,101,40,none_none
46,59,29,none_next_turn_self
42,68,-28,none_next_brake_self
29,126,-58,none_next_turn_self
42,51,-2,none_next_brake_self
86,78,43,none_none
56,46,48,brake_next_brake_self
22,50,55,none_none
37,88,46,none_next_brake_self
27,119,10,brake_next_brake_self
33,69,-7,none_next_turn_self
32,98,33,none_next_turn_self
31,11,29,none_next_brake_self
21,27,5,brake_next_brake_self
37,64,-50,none_none
30,3,51,none_none
9,32,-5,brake_next_brake_self
108,66,-16,none_next_turn_self
67,2,16,none_next_turn_self
33,34,21,brake_next_brake_self
40,65,-35,none_none
22,73,40,none_none
91,118,-25,none_none
100,82,-38,brake_next_turn_self
43,53,-11,none_none
65,118,28,none_next_brake_self
43,100,56,none_none
20,25,37,brake_next_brake_self
32,17,53,none_next_turn_self
42,86,-43,none_none
32,71,-51,none_next_brake_self
35,100,7,none_none
38,94,-25,none_none
38,79,39,brake_next_brake_self
41,125,21,none_none
23,68,56,none_next_turn_self
28,14,-29,brake_next_turn_self
21,105,-2,none_none
64,32,0,none_none
14,99,-31,none_next_brake_self
70,122,11,none_next_turn_self
78,88,-7,none_next_brake_self
34,76,-6,none_none
11,58,-16,none_none
33,46,-58,none_next_brake_self
38,45,3,none_none
24,81,-20,none_next_turn_self
31,95,-60,none_next_brake_self
84,86,-23,none_none
55,25,-27,none_next_turn_self
25,63,-13,none_next_brake_self
18,101,-44,none_none
34,60,1,none_next_brake_self
36,68,23,none_next_brake_self
50,98,16,none_none
30,84,36,none_none
51,52,-6,none_none
102,114,2,none_next_brake_self
59,21,37,none_next_turn_self
39,126,-9,none_none
36,15,24,none_next_brake_self
33,2,-8,brake_next_turn_self
70,113,-10,none_next_turn_self
29,31,31,none_next_brake_self
40,93,-39,brake_next_turn_self
41,103,-19,none_none
31,109,-33,none_none
20,126,-17,none_next_turn_self
46,37,-32,none_none
38,90,10,none_none
50,15,36,none_none
30,52,34,brake_next_brake_self
72,108,-16,brake_next_turn_self
26,47,59,brake_next_brake_self
91,75,11,brake_next_brake_self
17,64,-12,none_next_brake_self
49,82,40,none_next_brake_self
50,124,28,none_next_brake_self
27,7,30,brake_next_brake_self
49,73,-36,none_next_turn_self
74,110,-4,none_next_brake_self
13,61,43,none_none
51,10,0,brake_next_brake_self
11,71,22,none_none
25,42,11,none_none
88,20,41,none_none
30,108,-26,none_none
22,66,9,none_none
36,119,-45,brake_next_turn_self
109,102,23,none_none
16,88,28,none_none
24,1,-55,none_none
82,54,21,none_next_brake_self
98,25,-10,none_next_turn_self
38,116,-45,none_none
21,22,-10,none_none
110,36,-37,none_none
86,66,-10,brake_next_brake_self
55,33,-14,none_next_brake_self
26,27,29,none_next_brake_self
39,76,33,none_next_brake_self
37,11,13,brake_next_turn_self
46,7,-57,brake_next_brake_self
80,47,52,none_next_brake_self
61,92,22,none_next_turn_self
23,70,-56,brake_next_brake_self
78,54,38,none_none
46,72,-36,none_none
55,46,10,none_none
81,119,-4,brake_next_turn_self
23,7,-10,none_none
39,86,47,none_next_turn_self
30,113,-8,none_none
18,102,-51,none_none
47,23,54,none_next_turn_self
135,38,50,none_none
16,91,22,brake_next_turn_self
39,11,-4,brake_next_brake_self
54,103,-49,none_none
42,91,35,brake_next_brake_self
37,93,-51,brake_next_brake_self
21,13,-52,none_none
44,91,4,none_next_brake_self
27,86,-41,none_none
13,106,-59,none_none
71,5,-9,none_next_brake_self
63,3,-44,brake_next_turn_self
41,47,-41,brake_next_brake_self
44,19,-51,brake_next_brake_self
67,71,-35,brake_next_brake_self
44,117,26,brake_next_brake_self
62,50,37,none_next_brake_self
34,107,-6,none_next_brake_self
75,0,1,none_none
46,21,-56,none_none
43,4,-52,none_none
21,42,-29,none_next_turn_self
45,115,5,brake_next_brake_self
26,12,29,none_none
29,77,13,none_next_brake_self
26,57,-13,brake_next_brake_self
23,119,-46,none_none
112,16,34,none_next_brake_self
76,27,-16,brake_next_turn_self
101,4,28,none_none
22,55,2,none_none
41,35,29,none_next_brake_self
21,110,49,none_next_brake_self
28,77,51,none_next_turn_self
25,78,4,none_none
73,68,1,brake_next_brake_self
33,12,-28,none_none
67,57,52,none_none
53,127,-5,none_next_brake_self
122,106,-45,none_none
19,113,-8,none_none
73,105,-45,none_next_brake_self
69,13,0,none_none
24,29,7,none_next_brake_self
65,0,-19,none_none
47,39,-51,none_none
35,14,53,none_next_brake_self
26,60,33,none_none
28,86,41,none_none
108,111,-16,none_next_brake_self
40,95,31,brake_next_turn_self
58,119,-2,brake_next_brake_self
27,7,-36,none_next_turn_self
27,2,-45,none_none
67,84,-19,none_none
20,37,-43,none_next_brake_self
32,32,60,none_next_turn_self
40,42,-54,none_next_brake_self
42,34,-7,brake_next_turn_self
36,65,-6,none_next_turn_self
48,56,-24,none_next_brake_self
55,65,9,none_next_turn_self
57,85,-42,none_none
24,49,34,none_none
34,32,-20,none_none
71,21,11,brake_next_brake_self
61,44,26,none_none
20,94,47,none_none
47,96,40,none_none
15,85,13,none_next_brake_self
40,30,-13,none_next_turn_self
100,75,0,none_next_turn_self
25,72,32,brake_next_turn_self
26,62,45,none_none
57,70,-48,none_none
18,62,-14,brake_next_turn_self
29,72,33,brake_next_brake_self
53,91,-8,none_none
29,14,-20,none_next_brake_self
35,95,-11,none_none
57,17,12,none_none
49,8,60,none_next_brake_self
45,124,-1,none_none
33,122,-35,none_next_turn_self
47,8,-40,none_none
37,56,-55,none_none
49,24,7,none_none
31,62,5,brake_next_brake_self
36,105,-35,none_next_brake_self
24,121,23,brake_next_brake_self
39,81,29,none_next_brake_self
26,45,-29,none_none
23,77,-19,none_next_brake_self
45,40,59,none_none
44,116,-15,none_next_brake_self
58,111,31,none_next_brake_self
32,71,-6,none_none
48,41,35,none_next_brake_self
52,37,32,none_none
49,4,20,none_next_brake_self
26,104,43,none_none
43,57,53,none_next_turn_self
47,41,10,none_none
40,60,-32,brake_next_brake_self
14,104,-12,none_next_turn_self
43,16,31,none_none
117,109,18,none_none
33,114,-39,brake_next_brake_self
28,120,-54,none_next_brake_self
47,50,22,none_next_brake_self
46,28,-30,brake_next_turn_self
71,47,0,none_none
21,42,30,brake_next_turn_self
57,22,8,none_next_brake_self
53,77,-50,none_none
37,61,-38,none_next_turn_self
47,110,-34,none_none
65,4,-29,none_none
61,82,8,brake_next_brake_self
22,97,0,none_none
59,96,-36,none_next_brake_self
38,113,-52,none_next_brake_self
41,93,-39,brake_next_brake_self
41,118,58,brake_next_brake_self
37,42,-4,none_next_brake_self
71,64,44,none_next_brake_self
38,2,42,none_none
23,1,1,none_none
33,30,25,none_none
43,13,-37,none_none
72,33,23,none_next_brake_self
53,22,-27,none_next_brake_self
26,4,40,none_next_brake_self
133,115,-50,none_next_brake_self
45,1,33,none_none
74,93,-48,none_next_turn_self
37,19,46,none_next_brake_self
51,116,-23,brake_next_brake_self
60,113,19,brake_next_brake_self
72,83,-1,brake_next_turn_self
66,85,-16,brake_next_brake_self
61,1,17,none_none
34,125,54,brake_next_brake_self
30,111,-55,none_none
47,114,50,none_next_brake_self
62,84,13,brake_next_brake_self
35,44,37,none_none
67,113,-14,none_next_turn_self
80,37,-3,none_next_brake_self
25,71,44,none_none
26,13,-10,brake_next_brake_self
37,117,4,brake_next_turn_self
46,18,-58,none_none
31,29,-41,none_none
77,71,17,none_next_brake_self
49,97,26,brake_next_brake_self
40,79,10,none_none
19,29,-43,none_next_brake_self
21,0,-7,brake_next_turn_self
45,96,-17,none_next_turn_self
14,125,-1,none_none
65,103,44,brake_next_brake_self
37,58,33,none_none
193,115,-50,none_next_turn_self
122,52,47,none_next_brake_self
36,67,-3,none_none
37,61,29,none_none
64,57,-43,none_next_brake_self
91,98,20,brake_next_brake_self
18,67,-32,none_none
16,40,-7,none_none
29,33,-58,none_next_brake_self
53,5,-42,none_next_turn_self
50,74,-49,none_none
67,29,-31,none_none
22,19,-48,none_none
12,83,23,none_next_brake_self
60,87,-57,none_next_brake_self
26,96,14,none_none
15,64,-43,none_next_brake_self
42,114,53,none_none
58,119,52,none_next_brake_self
37,103,-33,brake_next_turn_self
32,81,14,none_next_brake_self
37,39,-57,none_none
33,125,52,none_none
20,35,3,none_next_turn_self
28,26,-55,brake_next_turn_self
51,56,-19,none_next_brake_self
46,7,-51,none_none
43,124,-13,none_next_brake_self
24,75,20,none_none
36,71,-4,none_next_turn_self
13,83,-14,none_next_brake_self
43,63,-46,none_none
80,4,-31,brake_next_brake_self
19,78,-48,none_next_turn_self
30,91,37,brake_next_turn_self
46,53,-44,brake_next_brake_self
73,96,11,none_next_turn_self
32,29,-19,none_next_turn_self
28,28,-33,none_none
15,20,17,none_none
42,47,-5,none_none
107,108,-12,none_next_brake_self
45,105,11,none_none
39,49,-1,none_next_turn_self
46,75,-24,none_next_brake_self
39,92,7,none_none
26,31,20,none_none
59,21,-57,brake_next_turn_self
44,123,-4,none_none
40,78,-53,brake_next_brake_self
24,125,-38,none_next_brake_self
75,43,7,none_next_brake_self
55,89,44,none_none
30,28,46,brake_next_brake_self
65,33,-52,none_none
31,65,-10,none_none
27,41,10,none_none
27,21,-42,none_next_brake_self
16,33,32,none_none
50,5,29,none_none
16,89,48,none_next_turn_self
22,62,-59,none_none
14,12,-34,none_next_turn_self
38,22,39,none_next_turn_self
37,13,20,none_next_brake_self
34,78,47,none_next_brake_self
24,12,-53,brake_next_brake_self
22,96,12,none_next_brake_self
50,3,8,none_none
30,32,-56,none_none
46,113,2,none_none
26,91,13,none_next_turn_self
43,9,-37,none_none
75,104,-27,brake_next_turn_self
53,63,17,none_none
32,108,-4,brake_next_brake_self
45,76,43,none_next_brake_self
35,87,-19,none_none
40,126,-28,none_next_brake_self
34,30,58,brake_next_brake_self
36,79,49,none_none
44,58,-57,none_next_brake_self
24,5,32,brake_next_brake_self
24,2,-47,brake_next_brake_self
20,15,-57,none_next_brake_self
18,82,-27,brake_next_turn_self
22,72,-28,none_none
43,70,38,none_next_brake_self
25,4,25,none_none
51,60,58,brake_next_turn_self
40,117,25,none_next_turn_self
15,50,-10,none_none
54,79,24,none_none
59,99,60,none_none
24,100,25,none_none
49,66,31,none_next_brake_self
26,109,53,none_next_turn_self
41,50,-46,none_none
21,113,25,brake_next_brake_self
16,31,42,brake_next_brake_self
33,36,55,none_next_brake_self
37,7,-35,none_none
32,101,0,none_next_brake_self
22,53,22,brake_next_turn_self
32,29,-30,none_next_brake_self
45,29,12,none_none
39,114,-29,none_next_brake_self
43,106,-20,none_next_brake_self
28,70,-7,none_none
70,78,4,none_none
22,60,-6,none_none
50,50,-1,none_none
70,116,-24,none_next_brake_self
50,16,-41,none_next_brake_self
36,53,-54,none_next_brake_self
30,44,-36,none_none
66,63,10,none_next_brake_self
20,58,34,none_none
24,66,-40,none_none
32,18,-47,brake_next_brake_self
72,65,30,brake_next_brake_self
48,31,-23,brake_next_brake_self
25,23,54,none_next_brake_self
34,8,26,brake_next_brake_self
29,97,-21,none_none
28,54,-25,brake_next_brake_self
64,80,3,none_next_brake_self
20,92,-51,brake_next_turn_self
87,86,-46,none_none
59,60,-39,none_none
67,49,33,none_none
31,48,2,none_none
37,81,-59,none_next_turn_self
19,63,21,none_next_brake_self
31,108,-9,brake_next_turn_self
50,111,1,none_next_brake_self
75,22,-34,none_none
23,17,6,brake_next_brake_self
33,80,57,brake_next_brake_self
37,38,-51,none_none
20,2,-26,none_none
53,113,-31,none_none
28,29,-30,none_next_brake_self
36,118,-15,none_none
32,91,38,none_next_turn_self
27,97,50,brake_next_brake_self
39,26,-36,none_none
36,30,5,none_none
33,66,16,brake_next_brake_self
28,22,3,none_next_brake_self
46,39,-8,none_next_turn_self
89,41,-37,brake_next_brake_self
42,20,-1,none_none
64,26,-12,none_next_brake_self
20,100,35,none_none
43,21,32,none_none
23,4,-44,none_none
19,80,-49,brake_next_turn_self
27,124,49,none_next_brake_self
71,42,4,brake_next_brake_self
63,15,43,none_next_brake_self
45,72,-53,none_next_brake_self
19,115,3,none_none
36,100,5,none_next_brake_self
46,79,43,none_none
43,40,-48,none_next_brake_self
16,69,-31,none_none
25,12,-11,none_none
38,86,44,none_next_brake_self
51,92,53,none_none
13,123,59,none_none
36,33,55,none_none
42,2,-59,none_none
60,69,-54,none_next_brake_self
55,90,-42,none_next_brake_self
53,100,-18,brake_next_brake_self
27,25,40,none_next_turn_self
15,33,47,none_none
33,65,-38,none_none
65,42,14,none_next_brake_self
78,109,50,none_none
56,60,-4,none_none
49,102,-48,none_next_brake_self
48,74,-5,brake_next_brake_self
30,98,-15,brake_next_brake_self
37,42,9,none_none
89,106,-7,none_none
25,35,-58,none_next_brake_self
87,69,59,none_next_brake_self
34,27,5,none_none
76,60,-3,none_none
20,40,55,none_none
53,34,-41,none_none
27,123,-37,none_next_brake_self
20,20,37,none_next_turn_self
44,100,-29,none_next_brake_self
65,125,36,none_none
26,3,-27,none_next_brake_self
19,89,-56,none_none
38,32,2,none_next_brake_self
38,5,-36,none_none
52,51,31,none_next_brake_self
63,119,17,none_next_brake_self
38,1,51,none_none
98,75,34,brake_next_brake_self
44,64,-38,none_none
33,111,36,none_next_turn_self
18,11,17,none_next_turn_self
35,87,20,none_none
33,86,40,none_none
63,85,9,none_next_turn_self
50,120,-4,none_none
22,105,16,brake_next_brake_self
43,5,-24,brake_next_brake_self
55,60,-38,none_none
83,51,14,none_next_brake_self
61,39,-32,none_next_brake_self
57,57,-50,none_next_brake_self
41,49,-60,none_next_brake_self
48,55,13,none_none
73,124,-17,none_none
20,11,30,none_none
33,117,-15,none_none
27,61,-2,none_next_brake_self
48,79,-11,none_next_brake_self
72,105,18,none_next_brake_self
29,46,-17,none_none
12,55,56,brake_next_brake_self
32,52,52,none_next_brake_self
62,48,42,none_none
51,118,50,none_none
49,105,-6,none_next_brake_self
34,14,4,brake_next_turn_self
21,14,29,none_none
51,54,24,none_none
26,13,47,none_next_brake_self
115,79,26,none_next_brake_self
52,18,60,none_none
30,66,-18,none_none
29,1,40,none_none
38,40,24,none_next_turn_self
35,86,23,none_none
68,61,-21,none_next_brake_self
43,124,34,brake_next_turn_self
28,111,48,none_none
100,46,-34,none_next_turn_self
40,6,15,none_none
58,107,-13,brake_next_brake_self
29,116,59,none_none
47,104,-3,none_next_brake_self
46,16,-33,none_none
15,127,-14,brake_next_brake_self
106,33,18,none_none
74,92,-51,none_none
32,115,12,none_next_brake_self
23,30,52,brake_next_turn_self
47,115,42,none_next_turn_self
41,39,-52,none_none
47,124,59,none_next_brake_self
43,36,24,none_next_brake_self
51,121,-41,none_next_brake_self
80,7,-59,none_none
52,90,-39,none_next_brake_self
24,68,41,brake_next_brake_self
77,61,-57,none_none
88,28,-32,none_none
184,90,31,brake_next_brake_self
23,24,10,none_none
45,70,34,none_none
14,32,30,none_next_turn_self
52,121,-54,none_next_brake_self
30,4,47,none_none
101,25,-33,none_next_brake_self
27,31,6,none_next_brake_self
17,53,17,brake_next_brake_self
31,30,-40,none_none
15,62,57,none_none
57,111,-1,none_none
14,90,-53,brake_next_turn_self
40,74,52,none_none
14,11,10,none_none
34,88,24,none_next_brake_self
88,21,3,none_none
47,100,40,none_next_brake_self
26,32,-56,none_none
39,53,-28,brake_next_brake_self
40,45,-4,none_next_turn_self
50,109,-51,none_none
20,16,25,none_none
53,72,-13,none_next_brake_self
10,18,-27,none_next_brake_self
29,90,-60,brake_next_brake_self
31,115,26,none_none
54,55,40,none_next_turn_self
40,62,-13,none_next_brake_self
20,118,8,brake_next_brake_self
24,66,-33,none_none
44,62,15,none_next_turn_self
38,73,-59,none_next_brake_self
30,88,-1,none_next_brake_self
31,14,17,none_next_brake_self
56,104,50,none_none
31,55,-14,none_none
38,9,32,none_none
114,100,12,none_next_brake_self
20,48,51,none_none
16,13,-12,none_next_brake_self
58,80,-22,none_next_brake_self
28,112,46,none_none
34,113,-54,none_next_brake_self
27,122,-44,none_next_brake_self
35,110,-50,none_none
86,0,41,brake_next_brake_self
59,48,-59,none_none
60,104,43,none_none
20,47,-6,none_next_turn_self
22,76,-60,brake_next_brake_self
10,77,-12,none_next_brake_self
27,46,-38,brake_next_brake_self
63,115,15,none_next_brake_self
51,64,22,none_none
35,59,-1,none_next_brake_self
39,127,-55,none_next_brake_self
28,63,19,none_next_turn_self
44,23,41,none_next_turn_self
58,65,26,none_none
18,103,40,none_next_brake_self
46,99,-36,none_none
62,100,47,none_next_turn_self
32,90,-21,none_next_brake_self
56,32,-58,none_next_brake_self
156,109,41,none_next_brake_self
38,113,53,none_none
48,25,19,none_next_brake_self
27,17,-32,none_none
43,124,-30,none_next_turn_self
50,110,-4,none_none
43,113,48,brake_next_brake_self
24,113,-42,none_next_brake_self
44,69,39,brake_next_brake_self
81,82,-25,none_next_brake_self
49,69,37,none_none
63,7,50,brake_next_brake_self
35,95,-9,none_next_brake_self
57,64,-16,brake_next_brake_self
45,82,36,none_next_brake_self
25,64,4,none_none
46,62,22,none_none
24,22,15,none_none
29,35,-42,none_next_brake_self
43,20,41,none_none
46,25,-37,none_none
22,124,52,none_next_brake_self
66,19,-30,none_next_brake_self
52,34,28,none_none
28,75,-26,none_next_turn_self
18,77,-22,none_none
37,20,-23,none_next_brake_self
32,101,30,none_next_brake_self
42,100,7,none_none
33,30,46,none_none
15,37,-23,none_next_turn_self
33,119,23,none_none
34,105,30,brake_next_turn_self
54,89,-42,none_none
28,10,-12,none_none
90,53,-2,none_none
15,71,-17,none_next_brake_self
75,24,-21,none_next_brake_self
35,57,22,none_none
60,76,-34,none_none
41,42,25,none_next_turn_self
69,99,52,none_none
33,107,8,none_next_turn_self
23,41,13,none_next_turn_self
79,107,-52,brake_next_brake_self
37,13,44,brake_next_brake_self
44,106,-26,brake_next_brake_self
72,19,14,none_none
24,11,57,none_next_brake_self
53,82,11,none_next_brake_self
30,60,27,none_none
37,115,-7,none_none
41,46,-53,none_none
19,36,36,none_next_brake_self
27,64,-56,none_none
77,58,24,brake_next_turn_self
61,44,-57,brake_next_brake_self
38,88,43,brake_next_turn_self
45,96,-41,none_next_brake_self
34,108,2,none_next_brake_self
77,124,12,none_none
36,34,-5,brake_next_turn_self
